15_1	15_2	15_3	15_4	31_1	31_2	31_3	31_4	58_1	58_2	58_3	58_4	65_1	65_2	65_3	65_4	Amp_1	Amp_2	Amp_3	Amp_4	DF_1	DF_2	DF_3	DF_4	DH_1	DH_2	DH_3	DH_4	DI_1	DI_2	DI_3	DI_4	DK_1	DK_2	DK_3	DK_4	DL_1	DL_2	DL_3	DL_4	C: Student's T-test Significant JHamp_DI	C: Student's T-test significant	N: -Log Student's T-test p-value JHamp_DI	N: Student's T-test q-value JHamp_DI	N: Student's T-test Difference JHamp_DI	N: Student's T-test Test statistic JHamp_DI	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: Genes	T: First.Protein.Description	T: Gene name	T: PDB	T: UniProt names
10,6926	11.7724	11.8027	11.7428	11.3735	11.3666	11.4568	11.4221	11.5583	11.4519	11.6036	11.5549	11.5048	11.3862	11.4263	11.6033	9.92392	9.20057	NaN	NaN	11.4082	11.7266	11.4186	11.5412	11.5038	11.8388	11.9272	11.93	11.9287	11.5767	11.5095	11.977	11.6287	11.6777	12.1784	12.0053	11.8613	11.9785	12.0328	12.293	+	JHamp_DI	2.80903	0.000256612	-2.18576	-7.6715	P13857	P13857	RIML_ECOLI	rimL	Ribosomal-protein-serine acetyltransferase	rimL		RIML_ECOLI
14,325	14.3541	14.311	14.3863	14.3958	14.3726	14.3289	14.3839	14.4144	14.3727	14.3812	14.4455	14.4091	14.385	14.2968	14.424	14.4187	14.5945	14.6986	14.7096	14.4768	14.496	14.5325	14.4715	14.6011	14.5371	14.5572	14.5154	14.5731	14.5544	14.5984	14.5287	14.4335	14.4791	14.4848	14.5174	14.5044	14.575	14.3988	14.4947			0.245943	0.204351	0.0417032	0.604551	P14081	P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	selB	2PJP;5LZB;5LZC;5LZD	SELB_ECOLI
12,6832	12.1497	12.0969	12.4107	11.6388	11.9464	11.8337	11.7276	12.142	12.0584	11.9949	12.0398	12.5658	12.7026	12.6428	12.513	13.0633	13.7287	12.8223	12.9278	11.333	11.1623	11.0464	11.3362	11.0117	10.6417	10.9769	11.6832	11.9322	11.8972	11.7156	12.1087	11.6855	11.5471	11.2448	11.3572	11.4623	11.1229	10.8708	11.4025	+	JHamp_DI	2.85081	0.000259091	1.2221	5.57743	P14175	P14175	PROV_ECOLI	proV	Glycine betaine/proline betaine transport system ATP-binding protein ProV	proV		PROV_ECOLI
NaN	10.3328	9.35868	11.1561	10.6072	10.3022	11.1954	11.1319	NaN	NaN	10.2292	10.5391	10.8872	10.7226	10.3916	11.4027	11.9586	12.0189	12.0275	11.5909	10.4856	NaN	10.0323	10.1305	10.4636	9.9445	9.40932	10.546	10.9615	9.49424	10.4013	10.5521	9.89708	NaN	10.0139	9.37028	NaN	10.3612	10.5132	10.8023	+	JHamp_DI	2.49498	0.000544699	1.54671	4.73768	P14176	P14176	PROW_ECOLI	proW	Glycine betaine/proline betaine transport system permease protein ProW	proW		PROW_ECOLI
13,5634	13.7964	13.6815	13.5909	13.5965	13.5814	13.6845	13.6324	13.7196	13.7623	13.7456	13.7455	13.4229	13.4691	13.3974	13.5169	12.9476	12.7897	13.4256	13.1304	13.4945	13.5273	13.6357	13.4946	13.6724	13.6149	13.5874	13.6723	13.7374	13.841	13.765	13.6733	13.61	13.7077	13.6109	13.6263	13.6141	13.6737	13.5806	13.5991	+	JHamp_DI	2.53773	0.000472689	-0.680841	-4.83376	P14294	P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	topB	1D6M;1I7D;2O19;2O54;2O59;2O5C;2O5E	TOP3_ECOLI
11,7818	11.3679	11.3191	11.6057	11.629	11.3679	11.5247	11.4503	11.7792	11.8122	11.394	11.3699	11.3723	11.5144	11.0494	11.5097	10.0288	9.45442	10.0225	10.6951	11.5003	11.3089	11.7791	11.4189	11.5597	11.388	11.1553	11.3997	11.581	11.3575	11.6971	11.4502	11.3522	11.4212	11.3988	11.4364	11.57	11.2179	11.1188	11.683	+	JHamp_DI	2.84626	0.000258944	-1.47127	-5.56607	P14375	P14375	ZRAR_ECOLI	zraR	Transcriptional regulatory protein ZraR	zraR		ZRAR_ECOLI
12,4276	10.86	10.6734	10.5997	9.7373	10.507	10.4101	10.4659	10.2551	11.3107	10.712	10.7391	10.4949	10.434	10.8454	10.6654	11.4672	11.4152	11.4329	11.2775	11.0653	10.416	11.0647	10.2925	10.5878	10.5431	10.7103	10.5468	10.9168	10.8277	10.6702	10.2687	10.6953	10.7103	10.9213	10.5951	10.7159	10.8618	10.8763	10.7112	+	JHamp_DI	2.55381	0.000474183	0.727345	4.87021	P14377	P14377	ZRAS_ECOLI	zraS	Sensor histidine kinase ZraS	zraS		ZRAS_ECOLI
15,9741	15.7328	15.3464	16.3995	16.2794	16.2414	16.3371	16.2278	15.934	15.8815	15.6782	15.9472	15.3882	15.226	14.9293	15.2203	15.02	14.9711	15.3713	15.0057	17.3044	17.2125	17.1815	17.3254	16.531	16.619	16.7739	16.4901	16.988	16.8116	16.9136	16.8418	16.929	17.2156	17.1759	17.2029	16.9221	16.8446	16.7958	17.0117	+	JHamp_DI	5.67797	0	-1.79669	-17.6848	P14407	P0AC33;P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	fumB		FUMB_ECOLI
14,8317	14.5747	14.7468	14.5775	14.7644	14.8962	14.6998	14.9583	14.9874	15	15.1511	15.1069	14.944	14.9295	14.8845	15.1125	12.8674	12.7134	12.9319	12.6338	15.1389	15.0194	15.2012	15.2	14.6433	14.5143	15.0676	14.7619	15.3177	15.2673	15.1201	15.119	15.2417	15.2231	15.2663	15.0486	15.0358	14.8749	15.0868	15.1853	+	JHamp_DI	6.89293	0	-2.41941	-28.3328	P14900	P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	murD	1E0D;1EEH;1UAG;2JFF;2JFG;2JFH;2UAG;2UUO;2UUP;2VTD;2VTE;2WJP;2X5O;2XPC;2Y1O;2Y66;2Y67;2Y68;3UAG;4UAG;5A5E;5A5F	MURD_ECOLI
13,0383	12.6821	12.682	12.6487	12.7429	12.712	12.6628	12.7017	12.3377	12.4526	12.4144	12.4812	12.4395	12.4446	12.4282	12.5706	11.4701	11.448	11.8137	11.5035	12.5777	12.2652	12.5544	12.7204	12.8665	12.7708	12.7498	12.7983	12.9907	12.857	13.0554	12.8908	12.4123	12.7309	12.6743	12.7038	12.7015	12.8316	12.7341	12.9275	+	JHamp_DI	5.13815	0	-1.38964	-14.3138	P15005	P15005	MCRB_ECOLI	mcrB	Type IV methyl-directed restriction enzyme EcoKMcrB subunit	mcrB	3SSC;3SSD;3SSE;6GCD;6GCE;6GCF;6HZ4;6HZ5;6HZ6;6HZ7;6HZ8;6HZ9;6UT6;7VSR	MCRB_ECOLI
11,7303	10.1898	10.3872	9.98932	10.2163	10.0337	9.8391	10.1204	10.1234	10.3112	10.6481	10.2322	10.3206	10.2011	10.2985	NaN	9.69449	NaN	9.75096	9.7468	10.8165	10.3611	12.2206	10.3736	10.6116	10.4886	10.2518	10.5647	11.1086	11.0424	11.0649	10.6023	11.1851	11.3727	10.7153	9.92448	11.3097	10.3691	10.9738	10.7855	+	JHamp_DI	3.47836	6.53506E-05	-1.22378	-8.69777	P15006	P15006	MCRC_ECOLI	mcrC	Type IV methyl-directed restriction enzyme EcoKMcrBC	mcrC	6HZ4;6HZ5;6HZ6;6HZ7;6HZ8;6HZ9;6UT6;7VSR	MCRC_ECOLI
14,5029	13.3368	13.7721	12.9872	13.6011	13.6955	13.6404	13.8427	13.3768	13.4256	13.5715	13.373	13.0688	13.0368	12.9993	12.8862	11.7979	11.8434	11.6153	11.8574	12.3422	12.8124	12.22	12.5547	12.7376	12.6983	12.526	12.7385	11.671	11.8377	11.8159	12.1505	11.9416	12.018	12.7072	12.4588	11.9916	11.9829	11.7465	11.8668			0.333754	0.144774	-0.0902591	-0.782436	P15028	P15028	FECB_ECOLI	fecB	Fe(3+) dicitrate-binding periplasmic protein FecB	fecB		FECB_ECOLI
10,8894	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.62	NaN	NaN	11.2351	11.3654	11.3248	11.8955	11.6503	10.9972	11.7613	12.3535	10.8629	10.6041	10.4702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.99661	NaN	NaN	NaN	NaN			0	0.987878	NaN	0	P15029	P15029	FECD_ECOLI	fecD	Fe(3+) dicitrate transport system permease protein FecD	fecD		FECD_ECOLI
NaN	12.3043	12.3445	11.8513	12.7558	12.7035	12.479	12.7892	12.4607	12.1557	13.16	12.8189	11.8819	11.8244	11.9374	12.2627	12.7158	12.4632	12.3966	12.7523	12.0145	11.2933	11.8868	11.638	11.3603	10.7095	11.7083	11.4544	11.6033	11.5651	11.4195	12.1861	11.0386	11.4516	11.9916	11.9444	10.6917	10.707	11.0086	11.0334	+	JHamp_DI	2.45643	0.000589452	0.888468	4.65212	P15030	P15030	FECC_ECOLI	fecC	Fe(3+) dicitrate transport system permease protein FecC	fecC		FECC_ECOLI
14,1329	12.6726	12.9781	12.5155	12.937	13.0067	13.0353	13.1229	12.3694	12.1959	12.5856	12.2431	11.2411	11.8601	11.902	11.9222	11.5528	11.7638	11.8448	12.054	12.0923	12.1973	12.2283	12.1212	12.1065	12.023	12.2679	12.23	11.6675	11.4023	11.7393	12.0199	11.3893	11.7246	12.3262	12.1278	11.8864	11.6934	11.9319	11.8909			0.238766	0.211181	0.0965908	0.589431	P15031	P15031	FECE_ECOLI	fecE	Fe(3+) dicitrate transport ATP-binding protein FecE	fecE		FECE_ECOLI
11,8887	10.4862	10.42	10.4727	10.9405	10.9679	11.2294	10.5091	11.4761	11.2311	11.0612	10.9751	11.6074	11.5804	11.4328	11.3768	11.4243	11.2574	11.5962	11.4182	10.5686	10.7406	10.5835	10.9117	10.9186	11.3664	11.1992	10.9066	11.2667	10.9871	11.3084	11.0314	11.5606	11.3589	11.6062	11.438	11.0948	11.4307	11.2667	11.2195	+	JHamp_DI	1.38055	0.00696972	0.275626	2.58242	P15032	P15032	RECE_ECOLI	recE	Exodeoxyribonuclease 8	recE	3H4R	RECE_ECOLI
11,2168	9.79622	NaN	NaN	9.68676	NaN	11.1604	9.78541	10.2172	9.80167	10.0444	9.7928	9.64003	10.0243	9.941	9.3689	9.91133	9.9176	10.3128	9.98606	9.59098	9.62962	NaN	NaN	10.0703	9.88066	NaN	9.10585	10.058	10.0087	10.1763	10.1484	10.2918	10.5546	10.1689	10.1029	10.5037	10.7769	10.1832	10.1776			0.263404	0.190322	-0.0659044	-0.640937	P15033	P15033	RACC_ECOLI	racC	Protein RacC	racC		RACC_ECOLI
15,4336	15.74	15.7666	15.9459	15.6256	15.6998	15.6303	15.6196	15.6556	15.6371	15.7027	15.7633	15.5557	15.7014	15.5684	15.6995	14.5425	14.4214	14.4727	14.4072	15.7444	15.8064	15.6127	15.8533	16.0016	16.2779	16.2585	16.3021	16.1475	16.0807	16.1755	16.0848	16.0899	16.0744	16.1321	16.1835	16.0093	16.0705	16.0519	16.0236	+	JHamp_DI	7.97936	0	-1.66117	-43.0688	P15034	P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	pepP	1A16;1JAW;1M35;1N51;1W2M;1W7V;1WBQ;1WL6;1WL9;1WLR;2BH3;2BHA;2BHB;2BHC;2BHD;2BN7;2BWS;2BWT;2BWU;2BWV;2BWW;2BWX;2BWY;2V3X;2V3Y;2V3Z	AMPP_ECOLI
14,2322	13.7434	13.7568	13.6782	13.4615	13.5843	13.5083	13.5266	13.7132	13.6862	13.7188	13.6534	13.6099	13.6072	13.649	13.6331	13.6386	13.6601	13.9384	13.7132	13.8881	13.9193	13.6604	13.9431	13.9856	13.8587	14.071	13.9325	14.1874	13.9353	14.1989	14.0051	14.3294	14.1565	14.1577	14.1906	14.1756	14.2942	14.2724	14.3433	+	JHamp_DI	1.95077	0.00189087	-0.344132	-3.61228	P15038	P15038	HELD_ECOLI	helD	DNA helicase IV	helD		HELD_ECOLI
15,2285	16.1587	16.2068	16.1385	16.1209	16.1434	16.2347	16.1389	16.2156	16.1501	16.1703	16.2155	16.2446	16.2561	16.284	16.2864	13.781	13.7279	13.9237	13.6238	15.7211	15.6671	15.3998	15.7248	15.7181	15.7551	15.9953	15.8481	15.8408	15.7149	15.7817	15.7449	15.6207	15.7152	15.7588	15.7985	15.7694	15.731	15.6894	15.7632	+	JHamp_DI	6.99569	0	-2.00646	-29.4798	P15042	P15042	DNLJ_ECOLI	ligA	DNA ligase	ligA	2OWO;4GLX;5TT5	DNLJ_ECOLI
10,5289	11.1288	11.2751	11.3357	11.5776	11.6226	11.8086	11.691	11.3431	11.2955	11.4751	11.492	11.4074	11.7032	11.7716	11.8064	10.6223	10.4087	10.7892	10.9554	11.0756	11.1573	11.1062	11.171	10.7832	11.0676	11.0177	11.307	11.4586	11.3502	11.1343	10.9789	11.3459	11.4261	11.62	11.2914	11.4513	11.4784	11.6621	11.4264	+	JHamp_DI	1.82705	0.00258683	-0.536613	-3.37814	P15043	P15043	RECQ_ECOLI	recQ	ATP-dependent DNA helicase RecQ	recQ	1OYW;1OYY;1WUD	RECQ_ECOLI
13,0927	13.5569	13.3442	13.8138	13.9725	14.254	14.2035	14.5045	13.7694	13.7201	13.7867	13.6862	13.8802	13.7182	13.8734	13.8616	11.5897	11.1388	11.5654	11.2899	13.0915	13.3358	12.9261	13.0203	12.4235	12.7289	12.4853	12.9205	12.9241	12.9621	13.1207	13.2676	12.5845	12.4641	12.6298	12.7497	12.2038	12.5123	12.5799	12.5459	+	JHamp_DI	4.77598	0	-1.67268	-12.4054	P15047	P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	entA	2FWM	ENTA_ECOLI
13,2521	13.1075	13.1351	13.2171	12.9531	13.0477	13.1005	13.1546	13.0746	13.0545	13.109	13.1514	12.9808	13.1052	12.8969	12.8966	12.0397	11.7079	12.3114	12.422	14.0907	14.14	14.2085	14.0886	13.992	13.8407	14.0148	13.9347	14.008	13.8647	13.9828	13.8645	13.8825	14.0241	14.1072	14.161	13.9943	14.096	14.0274	14.182	+	JHamp_DI	4.48692	0	-1.80972	-11.0559	P15067	P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	glgX	2WSK	GLGX_ECOLI
19,3018	16.858	16.6846	16.8065	16.9229	16.2334	16.668	16.6587	16.7486	16.5266	16.6727	16.5241	15.5964	15.5632	15.291	15.6029	17.9701	18.4624	18.2814	18.2902	15.8523	16.6101	14.496	17.0909	15.8741	16.1528	16.9756	16.8717	16.7996	14.1694	16.6498	16.9882	15.5729	16.1917	16.6401	16.8412	15.2989	14.9092	15.3587	15.5168	+	JHamp_DI	1.68791	0.00333153	2.09926	3.12264	P15070	P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	fliN		FLIN_ECOLI
12,3601	13.3776	13.9383	13.6294	12.4801	11.9783	12.1297	12.3936	13.0411	13.2251	12.8076	13.3699	13.4275	13.2989	13.2851	13.4284	15.0419	14.7663	14.0619	14.3463	14.0365	13.7725	13.8718	13.4804	14.8057	14.9082	14.8403	14.9302	14.0118	14.1592	14.0051	13.9328	13.3567	13.3154	13.5172	13.3182	13.4122	13.5998	14.1641	13.3139	+	JHamp_DI	1.25267	0.0106198	0.526891	2.36514	P15078	P15078	CSTA_ECOLI	cstA	Peptide transporter CstA	cstA		CSTA_ECOLI
NaN	10.8256	NaN	NaN	10.6819	10.848	10.713	10.4674	NaN	10.3439	10.5452	NaN	NaN	NaN	10.9405	10.861	12.0896	11.8341	11.8032	12.0331	10.7572	10.8021	10.8525	NaN	NaN	NaN	NaN	NaN	10.6531	NaN	10.7219	10.7722	11.5832	11.4088	10.9065	11.2026	11.2617	10.9238	NaN	10.7866	+	JHamp_DI	4.43472	0	1.22427	13.7319	P15081	P15081	GUTM_ECOLI	gutM	Glucitol operon activator protein	gutM		GUTM_ECOLI
13,1945	13.286	12.9235	13.1085	13.1919	13.0814	13.1673	12.9694	13.0614	13.1489	13.249	13.1664	12.789	13.009	13.0345	12.7969	11.7369	11.4943	11.9823	11.5404	13.0851	12.9776	13.2307	13.3559	12.9625	12.8758	12.9967	13.0216	13.3306	13.1825	13.3218	13.1745	12.9431	13.1451	13.1011	13.1424	13.3097	13.1108	13.1495	13.2731	+	JHamp_DI	4.91933	0	-1.56386	-13.1301	P15082	P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	srlR		SRLR_ECOLI
13,5616	14.7497	14.8418	14.7618	14.0647	14.1407	14.1697	14.2132	14.5274	14.5489	14.5385	14.6197	14.3709	14.3202	14.4407	14.3237	13.3624	13.415	13.7491	13.6377	14.6984	14.6254	14.5998	14.6196	14.9204	15.0389	15.11	14.9381	14.9237	14.8439	14.8503	14.8554	14.6413	14.7422	14.8693	14.7354	14.8257	14.896	14.8811	14.9372	+	JHamp_DI	5.12065	0	-1.32728	-14.2156	P15254	P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	purL		PUR4_ECOLI
11,191	11.9203	11.9268	12.0513	11.3502	11.0032	11.2532	11.5841	11.8757	11.6603	11.8884	11.6873	11.9544	11.6415	11.6504	12.0402	10.4121	10.5577	11.3397	11.1876	11.9756	10.9209	10.5319	11.3482	10.7952	10.1421	12.1245	10.9454	11.1637	10.935	10.8162	10.5904	11.091	11.3494	10.5313	10.9806	11.2818	10.832	11.0653	10.7998			0.00266229	1	-0.00206137	-0.00798399	P15286	P15286	FLK_ECOLI	flk	Flagellar regulator flk	flk		FLK_ECOLI
17,2815	16.8677	16.8241	16.8252	17.0722	17.1107	17.0766	17.0459	16.8907	17.1882	17.2209	17.1596	17.1479	17.0403	17.1062	17.0155	15.1666	14.9509	15.363	15.1119	17.5775	17.5731	17.6548	17.657	17.1567	17.084	17.441	17.1633	17.4471	17.4298	17.3838	17.4158	16.8122	17.4404	17.6819	17.6214	17.6042	17.506	17.4091	17.526	+	JHamp_DI	6.70904	0	-2.27101	-26.3893	P15288	P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	pepD		PEPD_ECOLI
13,1791	13.02	12.8865	13.1165	12.9968	12.9474	13.1348	12.7155	12.6828	12.5569	12.5363	12.7557	12.7617	12.8458	12.8025	12.733	10.8855	10.439	10.7417	10.3158	12.7293	12.919	12.477	12.7847	13.217	13.3429	12.9091	13.2396	13.0193	12.3014	13.1312	12.9789	12.7079	12.624	12.9701	12.9466	12.9953	12.9614	13.1724	13.0266	+	JHamp_DI	4.19901	0	-2.26216	-9.84695	P15373	P15373	PRLF_ECOLI	prlF	Antitoxin PrlF	prlF		PRLF_ECOLI
14,2347	14.5783	14.5426	14.5098	13.9973	14.149	13.9652	13.9708	14.5194	14.5186	14.6514	14.5931	14.3115	14.2076	14.1787	14.2586	13.5985	13.5709	13.3764	13.3479	14.521	14.4963	14.0068	14.6434	14.7455	14.789	15.2208	15.0117	15.0389	14.7507	14.9862	15.045	14.6745	14.7766	14.9317	14.828	14.9853	14.8673	14.8119	14.9426	+	JHamp_DI	5.35822	0	-1.48177	-15.6061	P15639	P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	purH		PUR9_ECOLI
13,0728	14.0948	14.0333	14.0885	13.0244	13.1586	13.1583	13.3283	13.8336	13.8226	13.8033	13.8669	13.5305	13.4675	13.5931	13.371	11.7795	11.225	11.9209	11.7374	13.7956	13.8023	13.6038	13.7645	14.2788	14.3177	14.5129	14.2712	14.2219	14.1308	14.2153	14.0777	13.9645	13.9039	14.1319	14.0369	14.2724	14.2096	14.1402	14.2594	+	JHamp_DI	5.42187	0	-2.4957	-16.0002	P15640	P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	purD	1GSO	PUR2_ECOLI
12,884	12.8399	12.7907	12.746	12.9154	12.9953	13.067	12.9899	12.839	12.8882	12.9847	12.9033	12.7119	12.8104	12.77	12.7632	12.4303	11.8524	12.5639	12.4231	13.5077	13.2537	13.2975	13.4483	13.0861	13.1796	12.9901	13.1417	13.3642	13.2857	13.2314	13.2638	13.0814	13.2643	13.3626	13.2812	13.1648	13.2103	13.3036	13.2217	+	JHamp_DI	3.02447	0.000268393	-0.968821	-6.02317	P15723	P15723	DGTP_ECOLI	dgt	Deoxyguanosinetriphosphate triphosphohydrolase	dgt	4X9E;4XDS;6OI7;6OIV;6OIW;6OIX;6OIY;7U65;7U66;7U67	DGTP_ECOLI
13,7797	15.2196	15.2593	15.0797	14.4859	14.6168	14.5669	14.6801	14.7778	14.8129	14.7223	14.7884	14.6965	14.6526	14.767	14.9132	11.4333	10.9944	11.5125	11.502	14.5089	14.7215	14.505	14.4384	14.4587	14.5655	14.1407	14.5127	14.187	14.2985	14.2176	14.103	14.5453	14.5536	14.4837	14.3365	14.4052	14.3948	14.3403	14.4026	+	JHamp_DI	6.22679	0	-2.84097	-21.8937	P15770	P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase (NADP(+))	aroE	1NYT	AROE_ECOLI
13,0674	13.0158	13.13	13.3884	14.7633	14.6693	14.6128	14.5075	14.9028	14.8362	14.738	14.8583	16.5147	16.4376	16.4311	16.3906	14.7805	14.9536	14.786	14.6658	12.6211	12.6875	12.6576	12.704	12.635	12.9718	13.1702	12.9788	13.1671	13.155	13.3585	13.2595	13.096	12.9606	12.9311	13.0744	13.0691	13.0868	12.9974	13.2397	+	JHamp_DI	6.06914	0	1.56145	20.5939	P15877	P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	gcd		DHG_ECOLI
15,3937	16.9946	16.8646	16.8445	17.0307	17.0023	17.0034	17.0215	15.3873	15.4558	15.1394	15.433	14.9163	14.9242	14.9666	14.8679	14.7521	14.6548	14.8415	14.7219	16.2758	16.2069	16.0238	16.2521	16.3281	16.3284	16.6101	16.4004	15.4527	15.3483	15.4656	15.3644	15.5704	15.6744	15.769	15.8496	15.6368	15.4205	15.4062	15.2641	+	JHamp_DI	5.00409	0	-0.665168	-13.5772	P15977	P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	malQ	4S3P;4S3Q;4S3R	MALQ_ECOLI
NaN	11.4218	11.6752	NaN	NaN	NaN	9.66883	NaN	10.5641	10.6576	10.3421	10.3094	11.7874	11.9197	11.775	11.2924	11.4507	11.4181	11.1102	11.496	NaN	10.5332	NaN	NaN	11.4283	NaN	NaN	10.4606	NaN	10.6244	10.6686	10.8106	10.3738	10.0192	10.0299	10.5996	11.3002	11.5179	11.4206	11.4747	+	JHamp_DI	2.68868	0.000363834	0.667523	5.86218	P15993	P15993	AROP_ECOLI	aroP	Aromatic amino acid transport protein AroP	aroP		AROP_ECOLI
15,0379	16.6076	16.7904	16.6823	16.3327	16.4337	16.3226	16.385	16.5457	16.4511	16.3968	16.5221	16.2717	16.4511	16.3448	16.2617	14.663	14.5623	13.6653	13.6065	16.8119	16.7845	15.6507	16.7867	16.8539	16.7487	17.1267	16.797	16.4974	16.2411	16.472	16.4032	16.3258	16.502	16.5117	16.6714	16.5468	16.4932	16.4605	16.4408	+	JHamp_DI	3.65904	0	-2.27913	-7.89282	P16095	P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	sdaA		SDHL_ECOLI
12,2269	12.9542	12.9038	13.0053	12.9764	13.0978	12.7247	12.717	12.6523	12.5672	12.8402	12.844	12.8601	12.7892	12.7464	13.1382	14.0309	14.0477	12.7253	13.369	11.9925	11.9701	11.8362	12.3915	12.2948	12.331	12.5062	12.4504	12.3326	12.0628	12.2202	12.7016	11.9479	12.2011	12.2565	12.3943	12.1476	12.3194	12.3589	12.4812	+	JHamp_DI	1.91161	0.00205976	1.21393	3.53742	P16256	P16256	PANF_ECOLI	panF	Sodium/pantothenate symporter	panF		PANF_ECOLI
13,8527	13.8628	13.8155	13.6958	13.5694	13.5358	13.5501	13.4646	13.7181	13.7718	13.6186	13.6648	13.5105	13.6065	13.4697	13.3814	11.7296	11.6275	11.9634	11.9171	12.9782	13.0256	13.1144	13.0611	12.9025	13.3724	12.958	13.2259	12.8549	13.1059	13.0791	12.9773	13.2617	13.2029	13.018	13.0748	13.3199	13.0589	13.1126	13.0627	+	JHamp_DI	4.74905	0	-1.19489	-12.2735	P16384	P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	miaA	2ZM5;2ZXU;3FOZ	MIAA_ECOLI
11,6899	11.8255	11.9239	12.4963	14.0469	13.7964	13.8419	13.4528	12.6028	12.6003	12.4139	12.3116	12.3408	12.2271	12.1189	12.2287	11.6566	10.9923	12.0613	12.1974	13.9575	13.8338	13.7603	13.666	12.2555	12.5857	12.3919	12.1229	12.2867	12.1616	12.5238	12.1955	12.4943	13.1629	12.7534	13.1498	12.5117	12.115	11.9607	12.3438	+	JHamp_DI	1.0342	0.0183243	-0.565013	-2	P16431	P77329;P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	hycE	7Z0S;7Z0T	HYCE_ECOLI
NaN	NaN	NaN	11.1351	11.7675	11.3976	11.5739	11.2547	10.0664	10.3191	9.54984	10.3768	10.2012	10.0582	9.94276	10.2772	9.56987	NaN	9.22208	12.2275	11.9035	11.8748	11.5877	11.348	9.7915	10.4599	NaN	9.7037	9.65425	9.69933	9.97173	NaN	10.2992	10.7128	10.5093	10.7711	10.6267	9.85142	9.36091	9.94115			0.232215	0.217309	0.564727	0.591742	P16433	P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	hycG	7Z0S;7Z0T	HYCG_ECOLI
16,4189	16.8561	16.8129	16.8502	16.6545	16.711	16.5552	16.5526	16.292	16.258	16.2527	16.3268	16.2609	16.3945	16.2142	16.245	14.8187	14.6949	14.8087	14.836	16.8772	16.7681	16.4408	16.9347	16.9875	16.9924	17.0179	16.8466	16.7732	16.6196	16.7901	16.7413	16.4347	16.4432	16.6684	16.6994	16.5876	16.6416	16.5753	16.652	+	JHamp_DI	7.7042	0	-1.94149	-38.74	P16456	P16456	SELD_ECOLI	selD	Selenide, water dikinase	selD	3U0O	SELD_ECOLI
11,3789	12.7166	12.682	12.5255	12.6523	12.6884	12.5906	12.6207	12.6092	12.7153	12.7961	12.7013	12.7081	12.5811	12.6871	12.642	11.5692	11.4394	12.3204	12.0186	12.5881	12.7061	12.6568	12.688	12.7268	12.6299	12.1503	12.7514	12.8046	13.0043	12.8791	12.8977	12.6903	12.8953	12.8059	12.8113	12.9594	12.9734	12.9188	12.9218	+	JHamp_DI	2.65564	0.000361276	-1.05951	-5.10532	P16525	P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	tus	1ECR;1SUT;2EWJ;2I05;2I06;4XR0;4XR1;4XR2;4XR3	TUS_ECOLI
12,4275	13.4549	13.6891	13.4628	13.3184	13.1488	13.2018	13.295	13.3656	12.9306	13.2663	13.1115	12.9882	13.2206	13.1135	12.9892	12.024	12.0199	12.1707	12.8193	12.9744	13.0472	13.0966	12.8016	13.2524	13.39	12.9593	13.0179	12.9603	13.3172	13.0333	12.9766	12.9517	13.0824	12.9845	12.8281	13.2473	13.4737	13.1886	13.2033	+	JHamp_DI	2.10649	0.00121353	-0.813398	-3.91739	P16528	P16528	ICLR_ECOLI	iclR	Transcriptional repressor IclR	iclR	1TD5;2O99;2O9A	ICLR_ECOLI
