15_1	15_2	15_3	15_4	31_1	31_2	31_3	31_4	58_1	58_2	58_3	58_4	65_1	65_2	65_3	65_4	Amp_1	Amp_2	Amp_3	Amp_4	DF_1	DF_2	DF_3	DF_4	DH_1	DH_2	DH_3	DH_4	DI_1	DI_2	DI_3	DI_4	DK_1	DK_2	DK_3	DK_4	DL_1	DL_2	DL_3	DL_4	C: Student's T-test Significant JHamp_DI	C: Student's T-test significant	N: -Log Student's T-test p-value JHamp_DI	N: Student's T-test q-value JHamp_DI	N: Student's T-test Difference JHamp_DI	N: Student's T-test Test statistic JHamp_DI	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: Genes	T: First.Protein.Description	T: Gene name	T: PDB	T: UniProt names
11,5897	11.8591	11.6689	11.8069	11.6541	11.7476	11.8164	11.9082	11.8412	11.8813	11.724	11.9785	12.029	11.8268	11.9425	11.9839	10.9403	10.7672	10.7081	11.3249	11.8991	12.1935	11.9928	12.114	12.1888	12.1187	12.1093	12.3021	12.2975	12.0692	12.3432	12.0521	11.0969	11.8912	12.4836	12.4034	12.3499	12.3753	12.246	12.3959	+	JHamp_DI	3.67214	0	-1.25538	-7.93592	P00894	P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	ilvH	2F1F	ILVH_ECOLI
12,0578	11.2808	11.4192	11.4691	12.0492	12.1923	11.9	11.3685	11.2623	11.2813	11.3636	11.2906	11.649	11.6812	12.0096	12.0324	11.6207	10.876	11.5092	11.8166	11.6878	11.6495	11.5818	11.8549	11.5946	11.4608	11.6528	11.6011	12.2176	11.5188	11.7796	11.1642	11.2049	11.4377	11.3598	11.6408	11.511	11.8543	11.9656	12.1017			0.298518	0.165028	-0.214443	-0.712514	P00895	P00895	TRPE_ECOLI	trpE	Anthranilate synthase component 1	trpE		TRPE_ECOLI
13,6447	12.6217	12.6006	12.5285	12.6993	12.6587	12.6055	12.8515	12.4917	12.7022	12.6305	12.5364	12.2999	12.6377	12.9255	12.8571	9.76701	11.0358	11.1598	10.6628	12.3961	12.5219	12.5263	12.5145	12.1519	12.4845	12.3181	12.4092	12.2398	12.366	12.3697	12.2693	12.0854	12.317	12.3727	12.3389	12.4219	12.5439	12.3903	12.4133	+	JHamp_DI	2.70813	0.000316484	-1.65486	-5.22943	P00903	P00903	PABA_ECOLI	pabA	Aminodeoxychorismate synthase component 2	pabA		PABA_ECOLI
13,5375	11.6828	11.8261	11.7695	12.0781	12.3177	11.8285	12.0799	11.2117	10.5731	11.3239	11.1573	11.8729	11.8204	12.0406	11.8415	11.3941	10.3716	10.4912	11.4376	11.3091	11.4284	11.4092	11.3018	11.4175	11.7915	11.1233	11.2592	12.2603	11.6985	11.4866	10.9151	10.763	11.5021	11.4073	11.7297	11.6302	12.2863	12.3603	12.0569	+	JHamp_DI	0.837576	0.0312038	-0.666506	-1.67301	P00904	P00904	TRPGD_ECOLI	trpGD	Bifunctional protein TrpGD	trpGD		TRPGD_ECOLI
11,6108	12.1348	12.2949	12.2449	12.4364	12.4607	12.3727	12.1721	11.4722	11.8051	11.8541	11.8841	12.0573	12.1114	12.3591	12.1934	11.0937	10.8255	11.3223	11.0963	12.506	12.4846	12.5323	12.5355	12.1651	12.1165	12.1024	12.4854	12.4985	12.6032	12.3739	12.0833	12.2586	12.4175	12.3576	12.4649	12.4234	12.5379	12.8252	12.7417	+	JHamp_DI	3.87112	0	-1.30528	-8.61562	P00909	P00909	TRPC_ECOLI	trpC	Tryptophan biosynthesis protein TrpCF	trpC	1JCM;1PII;2KZH	TRPC_ECOLI
11,2112	11.5348	11.0315	11.3166	11.8543	11.2284	10.5976	10.714	11.0051	11.5484	11.3803	11.0403	10.9373	11.2846	11.3799	10.6404	NaN	10.4785	10.9476	NaN	11.686	11.538	11.5338	11.5862	11.4579	10.98	11.2014	11.3473	11.5485	11.2275	11.5987	11.1065	11.9088	11.7076	11.6675	11.6783	11.4752	11.6539	11.4822	11.5207	+	JHamp_DI	1.33284	0.00840152	-0.657243	-2.84846	P00914	P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	phrB	1DNP	PHR_ECOLI
16,5771	16.4476	16.605	15.9922	16.5557	16.6211	16.4453	16.2744	16.6438	16.9204	16.8829	16.7066	16.8022	17.0751	17.1043	17.0056	13.0748	12.7437	12.9021	12.4405	15.7046	15.4827	15.5031	15.7482	15.749	15.3128	16.2379	15.8512	15.2081	15.1717	15.1784	15.3711	15.8623	15.6602	16.0823	16.165	16.2333	16.0654	15.951	16.0928	+	JHamp_DI	5.59349	0	-2.44207	-17.1111	P00926	P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	dsdA	3SS7;3SS9	SDHD_ECOLI
15,2449	15.0679	15.2464	15.1136	14.846	14.9532	14.9705	14.9453	15.2379	15.3435	15.2655	15.3484	14.9366	15.086	15.0716	14.9298	12.6775	12.4167	13.0539	12.959	14.9274	15.0065	15.0677	14.8875	14.977	14.9465	14.7717	15.1017	14.863	14.7609	14.981	14.8436	14.8989	15.0514	15.1002	15.1204	14.8973	14.8769	14.9571	14.8247	+	JHamp_DI	5.04432	0	-2.08534	-13.7944	P00934	P00934	THRC_ECOLI	thrC	Threonine synthase	thrC	1VB3	THRC_ECOLI
13,0201	12.5714	12.5908	12.8307	12.5043	12.4982	12.6341	12.5586	12.5421	12.2136	12.4275	12.3844	12.349	12.5959	12.6366	12.5573	11.3341	11.4614	11.2567	11.4391	12.6016	12.6632	12.6648	12.9453	12.6687	12.5768	12.6751	12.8238	12.6669	12.4637	12.699	12.8262	12.4373	12.6595	12.9429	12.5867	12.5038	12.6991	12.7813	12.9476	+	JHamp_DI	5.17439	0	-1.2911	-14.5194	P00935	P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	metB	1CS1	METB_ECOLI
12,7346	12.4148	12.3119	12.1306	13.0524	13.0074	12.8745	13.0531	12.6382	12.6577	12.7513	12.7315	12.6768	12.7941	12.6559	12.9206	12.2614	12.3847	12.343	12.2122	12.4099	12.3683	12.2402	12.2919	12.5032	12.4491	12.5585	12.4453	12.6796	12.6724	12.5027	12.5497	12.3632	12.4078	12.5716	12.4674	12.5599	12.6065	12.572	12.7183	+	JHamp_DI	2.6526	0.000360886	-0.300765	-5.09818	P00936	P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	cyaA		CYAA_ECOLI
12,4074	11.8014	11.4564	12.1225	11.6932	11.7948	11.7889	11.8856	11.419	11.5404	11.6439	11.4483	11.5133	11.436	11.4728	11.2674	11.1451	10.9852	11.1883	11.143	13.473	13.6498	13.5767	13.4657	13.3877	13.103	13.2207	13.469	12.5539	12.5993	12.8024	12.7948	12.6107	12.6666	12.8837	12.9884	12.9987	13.0975	12.8863	13.0189	+	JHamp_DI	5.99221	0	-1.57219	-19.9873	P00944	P00944	XYLA_ECOLI	xylA	Xylose isomerase	xylA		XYLA_ECOLI
15,9228	16.8237	16.7077	16.678	16.9273	16.9868	16.9467	16.8941	16.7376	16.9314	16.871	16.8946	16.7589	16.6519	16.6746	16.6998	14.3338	13.7817	14.6807	14.3199	16.7998	17.0216	17.0817	16.8608	17.2157	17.1659	16.9135	17.2425	17.2008	16.7416	17.2649	17.1539	16.68	16.7705	16.9821	16.9781	17.0229	17.0507	17.0342	16.967	+	JHamp_DI	4.84887	0	-2.81127	-12.7691	P00946	P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	manA		MANA_ECOLI
15,7361	16.2352	16.3029	16.0476	16.5304	16.5364	16.477	16.2659	16.2278	16.3379	16.32	16.3503	16.47	16.4345	16.3081	16.327	13.5255	12.9938	13.7447	13.4501	16.3397	16.3691	16.056	16.2442	16.2329	16.2474	15.7135	16.3861	16.4257	16.2841	16.4477	16.4081	16.4311	16.3894	16.3823	16.3112	16.4433	16.3639	16.3271	16.1609	+	JHamp_DI	5.76401	0	-2.96289	-18.2883	P00954	P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	trpS	5V0I;8I1W;8I1Y;8I1Z;8I27;8I2A;8I2C;8I2J;8I2L;8I2M;8I4I	SYW_ECOLI
16,7807	16.9919	17.0031	16.8297	17.1091	17.1024	17.1157	16.9947	17.2167	17.2064	17.2318	17.2634	17.1801	17.2095	17.1094	17.2502	15.6088	15.5672	15.8312	15.5964	16.8762	16.9457	16.7998	17.0175	17.0374	16.8342	17.2734	17.0932	17.337	17.2967	17.3623	17.3693	17.0589	17.1796	17.2319	17.2252	17.0957	17.0744	17.049	17.1352	+	JHamp_DI	6.75563	0	-1.69041	-26.8688	P00956	P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	ileS		SYI_ECOLI
17,4127	17.7699	17.6981	17.7054	17.7274	17.7232	17.6435	17.7336	17.7249	17.7307	17.7087	17.6896	17.6797	17.6741	17.6375	17.7585	16.2042	16.2402	16.0482	15.9968	17.5618	17.5335	17.1577	17.5972	17.4466	17.3944	17.6335	17.5195	17.5418	17.223	17.4654	17.4505	17.1752	17.3413	17.5267	17.5206	17.5213	17.5016	17.461	17.5133	+	JHamp_DI	5.13995	0	-1.2978	-14.324	P00957	P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	alaS	3HXU;3HXV;3HXW;3HXX;3HXY;3HXZ;3HY0;3HY1	SYA_ECOLI
17,3321	17.4393	17.4101	17.3873	17.394	17.4812	17.5023	17.4388	17.4487	17.4656	17.5135	17.5316	17.3578	17.3958	17.3627	17.4207	16.0196	15.9373	16.0268	15.8575	16.9453	16.9707	16.8602	17.1087	17.1563	17.1774	17.4228	17.284	17.3918	17.072	17.2806	17.2952	16.656	17.1344	17.3066	17.2762	17.2361	17.1968	17.1998	17.2542	+	JHamp_DI	5.51829	0	-1.29962	-16.6155	P00959	P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	metG	1F4L;1MEA;1MED;1P7P;1PFU;1PFV;1PFW;1PFY;1PG0;1PG2;1QQT;3H97;3H99;3H9B;3H9C;6SPN;6SPO;6SPP;6SPQ;6SPR	SYM_ECOLI
17,1712	16.7509	16.7562	16.5147	16.6932	16.7077	16.7068	16.7491	16.5738	16.4553	16.5421	16.5905	16.4345	16.4352	16.3806	16.3552	15.3725	15.5362	15.5342	15.1718	16.2738	16.4049	16.085	16.3907	16.7835	16.6246	16.762	16.7916	16.5924	16.4207	16.6155	16.6071	16.6157	16.5651	16.5576	16.6191	16.6463	16.6369	16.6705	16.6728	+	JHamp_DI	4.64919	0	-1.15526	-11.7957	P00960	P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	glyQ	7EIV;7QCF;7YSE	SYGA_ECOLI
17,0386	18.2091	18.0961	18.0543	18.0592	18.0845	18.05	17.9743	17.8101	17.8578	17.9263	17.9332	17.9067	17.9468	17.8547	17.9565	16.4484	16.0764	16.5471	16.4741	17.8068	17.7717	17.7684	17.8488	17.941	17.8452	17.7888	17.9684	17.9015	17.8209	17.8185	17.8751	17.2197	17.5519	17.6482	17.6092	17.7463	17.7198	17.7695	17.9016	+	JHamp_DI	5.01933	0	-1.46752	-13.6591	P00961	P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	glyS	7EIV;7YSE	SYGB_ECOLI
17,2221	17.3935	17.4483	17.4054	17.4778	17.4951	17.4697	17.2963	17.4122	17.4507	17.3919	17.4391	17.3789	17.432	17.3705	17.3622	15.6698	15.6814	15.8974	15.7285	17.191	17.103	17.3999	17.1272	17.2819	17.2822	17.555	17.286	17.3063	17.3004	17.3482	17.3005	17.2938	17.3137	17.4144	17.3857	17.349	17.2136	17.1603	17.2409	+	JHamp_DI	6.96689	0	-1.56963	-29.1538	P00962	P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	glnS	1EUQ;1EUY;1EXD;1GSG;1GTR;1GTS;1NYL;1O0B;1O0C;1QRS;1QRT;1QRU;1QTQ;1ZJW;2RD2;2RE8;4JXX;4JXZ;4JYZ	SYQ_ECOLI
13,7346	15.576	15.6683	15.4726	15.6857	15.7481	15.7408	15.7944	15.1628	15.0795	15.1346	15.1206	15.4781	15.6617	15.7521	15.739	14.9664	14.9512	15.4227	15.1549	17.017	16.9692	17.0257	16.8178	17.3519	17.24	17.3538	17.4554	16.5408	16.6807	16.5563	16.7709	15.7251	15.5737	15.8436	15.8485	17.0309	16.8489	16.9452	16.9486	+	JHamp_DI	4.76283	0	-1.51339	-12.3408	P00963	P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	asnA	11AS;12AS	ASNA_ECOLI
14,4685	13.8672	13.802	13.6829	13.7365	13.78	13.7623	13.7248	14.4535	14.541	14.2978	14.4937	14.6218	14.6578	14.6482	14.6138	13.3485	13.601	13.1796	13.2784	14.0945	14.0128	13.6389	14.0924	13.6102	13.6306	13.971	13.6789	14.2978	14.2391	14.3327	14.3539	14.0454	14.2052	14.2306	14.4056	14.44	14.3004	14.3242	14.3936	+	JHamp_DI	4.28987	0	-0.953994	-10.2149	P00968	P00968	CARB_ECOLI	carB	Carbamoyl phosphate synthase large chain	carB	1A9X;1BXR;1C30;1C3O;1CE8;1CS0;1JDB;1KEE;1M6V;1T36	CARB_ECOLI
19,3024	18.7973	18.7075	18.849	19.0591	19.1291	19.1293	18.8802	19.3751	19.3962	19.2234	19.201	19.2875	19.3787	19.4022	19.2237	18.31	18.0609	18.1602	18.2086	18.1686	18.2221	17.5713	18.5048	18.0785	18.2654	18.1789	18.568	18.6985	18.6172	18.7882	18.871	19.0348	18.6141	18.5207	18.8381	18.8834	18.4993	18.6788	18.5388	+	JHamp_DI	3.50443	6.57985E-05	-0.558803	-7.39894	P02358	P02358	RS6_ECOLI	rpsF	Small ribosomal subunit protein bS6	rpsF	1EG0;2YKR;3IY8;3J9Y;3J9Z;3JA1;3JBU;3JBV;3JCD;3JCE;3JCJ;3JCN;4A2I;4ADV;4U1U;4U1V;4U20;4U24;4U25;4U26;4U27;4V47;4V48;4V4H;4V4Q;4V4V;4V4W;4V50;4V52;4V53;4V54;4V55;4V56;4V57;4V5B;4V5H;4V5Y;4V64;4V65;4V66;4V69;4V6C;4V6D;4V6E;4V6K;4V6L;4V6M;4V6N;4V6O;4V6P;4V6Q;4V6R;4V6S;4V6T;4V6V;4V6Y;4V6Z;4V70;4V71;4V72;4V73;4V74;4V75;4V76;4V77;4V78;4V79;4V7A;4V7B;4V7C;4V7D;4V7I;4V7S;4V7T;4V7U;4V7V;4V85;4V89;4V9C;4V9D;4V9O;4V9P;4WF1;4WOI;4WWW;4YBB;5AFI;5H5U;5IQR;5IT8;5J5B;5J7L;5J88;5J8A;5J91;5JC9;5JTE;5JU8;5KCR;5KCS;5KPS;5KPV;5KPW;5KPX;5L3P;5LZA;5LZB;5LZC;5LZD;5LZE;5LZF;5MDV;5MDW;5MDY;5MDZ;5ME0;5ME1;5MGP;5MY1;5NO2;5NO3;5NO4;5NP6;5NWY;5O2R;5U4I;5U9F;5U9G;5UYK;5UYL;5UYM;5UYN;5UYP;5UYQ;5UZ4;5WDT;5WE4;5WE6;5WF0;5WFK;5WFS;6AWB;6AWC;6AWD;6BU8;6BY1;6C4I;6DNC;6ENF;6ENJ;6ENU;6GWT;6GXM;6GXN;6GXO;6GXP;6H4N;6H58;6HRM;6I7V;6NQB;6O7K;6O9J;6O9K;6OFX;6OG7;6OGF;6OGG;6OGI;6OM6;6ORE;6ORL;6OSK;6OSQ;6OST;6OT3;6OUO;6Q97;6Q98;6Q9A;6SZS;6TBV;6TC3;6VU3;6VWL;6VWM;6VWN;6VYQ;6VYR;6VYS;6VYT;6VYU;6VYW;6VYX;6VYY;6VYZ;6VZ2;6VZ3;6VZ5;6VZ7;6VZJ;6W6K;6W77;6W7M;6W7W;6WD0;6WD1;6WD2;6WD3;6WD4;6WD5;6WD6;6WD7;6WD8;6WD9;6WDA;6WDB;6WDC;6WDD;6WDE;6WDF;6WDG;6WDH;6WDI;6WDJ;6WDK;6WDL;6WDM;6WNV;6WNW;6X6T;6X7F;6X7K;6X9Q;6XDQ;6XDR;6XE0;6XGF;6XII;6XIJ;6XZA;6XZB;6Y69;6ZTJ;6ZTL;6ZTM;6ZTN;6ZTO;6ZTP;6ZU1;7ABZ;7AC7;7ACJ;7ACR;7AFI;7AFL;7AFO;7B5K;7BOD;7BOE;7BOF;7BOG;7BOH;7BOI;7CPJ;7D6Z;7D80;7JSS;7JSW;7JSZ;7JT1;7JT2;7JT3;7K00;7K50;7K51;7K52;7K53;7K54;7K55;7LV0;7M5D;7N1P;7N2C;7N2U;7N2V;7N30;7N31;7NAR;7NAS;7NAT;7NAU;7NAV;7NAX;7NBU;7NWT;7O19;7O1A;7O1C;7O5H;7OE0;7OE1;7OI0;7OIZ;7OJ0;7P3K;7PJS;7PJT;7PJU;7PJV;7PJW;7PJX;7PJY;7PJZ;7Q4K;7QG8;7QGH;7QGR;7S1G;7S1H;7S1I;7S1J;7S1K;7SA4;7SS9;7SSD;7SSL;7SSN;7SSO;7SSW;7ST2;7ST6;7ST7;7TOS;7UG7;7UPH;7ZTA;8A3L;8AKN;8AM9;8AYE;8B0X;8B7Y;8CEP;8EIU;8EKC;8EMM;8FIZ;8G6W;8GHU	RS6_ECOLI
18,2599	18.9457	18.9845	18.8984	18.9951	19.1734	19.1094	18.7309	19.1362	18.962	18.8585	18.9069	19.2173	19.2248	19.2463	19.0928	16.9693	16.6101	17.823	17.7483	18.2537	18.198	18.1738	18.3295	18.4245	18.4439	18.2066	18.552	18.1603	18.267	18.2545	18.3299	18.453	18.1822	18.0964	18.3162	18.6389	18.3227	18.4031	18.222	+	JHamp_DI	1.74505	0.00306224	-0.965253	-3.22662	P02359	P02359	RS7_ECOLI	rpsG	Small ribosomal subunit protein uS7	rpsG	1EG0;1ML5;2YKR;3J5S;3J9Y;3J9Z;3JA1;3JBU;3JBV;3JCD;3JCE;3JCJ;3JCN;4A2I;4ADV;4U1U;4U1V;4U20;4U24;4U25;4U26;4U27;4V47;4V48;4V4H;4V4Q;4V4V;4V4W;4V50;4V52;4V53;4V54;4V55;4V56;4V57;4V5B;4V5H;4V5Y;4V64;4V65;4V66;4V69;4V6C;4V6D;4V6E;4V6K;4V6L;4V6M;4V6N;4V6O;4V6P;4V6Q;4V6R;4V6S;4V6T;4V6V;4V6Y;4V6Z;4V70;4V71;4V72;4V73;4V74;4V75;4V76;4V77;4V78;4V79;4V7A;4V7B;4V7C;4V7D;4V7I;4V7S;4V7T;4V7U;4V7V;4V85;4V89;4V9C;4V9D;4V9O;4V9P;4WF1;4WOI;4WWW;4YBB;5AFI;5H5U;5IQR;5IT8;5J5B;5J7L;5J88;5J8A;5J91;5JC9;5JTE;5JU8;5KCR;5KCS;5KPS;5KPV;5KPW;5KPX;5L3P;5LZA;5LZB;5LZC;5LZD;5LZE;5LZF;5MDV;5MDW;5MDY;5MDZ;5ME0;5ME1;5MGP;5MY1;5NO2;5NO3;5NO4;5NP6;5NWY;5O2R;5U4I;5U9F;5U9G;5UYK;5UYL;5UYM;5UYN;5UYP;5UYQ;5UZ4;5WDT;5WE4;5WE6;5WF0;5WFK;5WFS;6AWB;6AWC;6AWD;6BU8;6BY1;6C4I;6DNC;6ENF;6ENJ;6ENU;6GWT;6GXM;6GXN;6GXO;6GXP;6H4N;6H58;6HRM;6I7V;6O7K;6O9J;6O9K;6OFX;6OG7;6OGF;6OGG;6OGI;6OM6;6ORE;6ORL;6OSK;6OSQ;6OST;6OT3;6OUO;6Q97;6Q98;6Q9A;6SZS;6TBV;6TC3;6VU3;6VWL;6VWM;6VWN;6VYQ;6VYR;6VYS;6VYT;6VYU;6VYW;6VYX;6VYY;6VYZ;6VZ2;6VZ3;6VZ5;6VZ7;6VZJ;6W7M;6WD0;6WD1;6WD2;6WD3;6WD4;6WD5;6WD6;6WD7;6WD8;6WD9;6WDA;6WDB;6WDC;6WDD;6WDE;6WDF;6WDG;6WDH;6WDI;6WDJ;6WDK;6WDL;6WDM;6WNV;6WNW;6X6T;6X7F;6X7K;6X9Q;6XDQ;6XDR;6XE0;6XGF;6XII;6XIJ;6XZA;6XZB;6Y69;6ZTJ;6ZTL;6ZTM;6ZTN;6ZTO;6ZTP;6ZU1;7ABZ;7AC7;7ACJ;7ACR;7AF3;7AF5;7AF8;7AFA;7AFD;7AFH;7AFK;7AFN;7B5K;7BOE;7BOH;7D6Z;7D80;7JSS;7JSW;7JSZ;7JT1;7JT2;7JT3;7K00;7K50;7K51;7K52;7K53;7K54;7K55;7LV0;7M5D;7N1P;7N2C;7N2U;7N2V;7N30;7N31;7NAR;7NAT;7NAU;7NAV;7NAX;7NSO;7NSP;7NSQ;7NWT;7NWW;7O19;7O1A;7O1C;7OE0;7OE1;7OIF;7OIG;7OII;7OIZ;7OJ0;7OT5;7P3K;7PJS;7PJT;7PJV;7PJW;7PJX;7PJY;7PJZ;7Q4K;7QG8;7QGH;7QGR;7S1G;7S1H;7S1I;7S1J;7S1K;7SA4;7SS9;7SSD;7SSL;7SSN;7SSO;7SSW;7ST2;7ST6;7ST7;7TOS;7UG7;7UPH;7ZTA;8A3L;8AKN;8AM9;8AYE;8B0X;8B7Y;8EIU;8EKC;8EMM;8FIZ;8G6W;8GHU	RS7_ECOLI
20,0038	19.5578	19.5682	19.4377	19.7216	19.6753	19.4191	19.3668	19.8621	19.8466	19.9266	19.735	19.5821	19.7287	19.4245	19.5651	19.3421	19.2684	18.8134	19.3602	18.7668	18.7178	18.3013	19.2438	18.9598	18.9501	19.2942	19.2265	19.3897	18.8853	19.4508	19.4166	19.1926	19.2093	19.1758	19.4507	19.225	18.6615	18.7805	18.9083			0.188941	0.267161	-0.0895896	-0.481482	P02413	P02413	RL15_ECOLI	rplO	Large ribosomal subunit protein uL15	rplO	1ML5;2J28;2RDO;3BBX;3IY9;3J5L;3J7Z;3J8G;3J9Y;3J9Z;3JA1;3JBU;3JBV;3JCD;3JCE;3JCJ;3JCN;4CSU;4U1U;4U1V;4U20;4U24;4U25;4U26;4U27;4UY8;4V47;4V48;4V4H;4V4Q;4V4V;4V4W;4V50;4V52;4V53;4V54;4V55;4V56;4V57;4V5B;4V5H;4V5Y;4V64;4V65;4V66;4V69;4V6C;4V6D;4V6E;4V6K;4V6L;4V6M;4V6N;4V6O;4V6P;4V6Q;4V6R;4V6S;4V6T;4V6V;4V6Y;4V6Z;4V70;4V71;4V72;4V73;4V74;4V75;4V76;4V77;4V78;4V79;4V7A;4V7B;4V7C;4V7D;4V7I;4V7S;4V7T;4V7U;4V7V;4V85;4V89;4V9C;4V9D;4V9O;4V9P;4WF1;4WOI;4WWW;4YBB;5ADY;5AFI;5AKA;5GAD;5GAE;5GAF;5GAG;5GAH;5H5U;5IQR;5IT8;5J5B;5J7L;5J88;5J8A;5J91;5JC9;5JTE;5JU8;5KCR;5KCS;5KPS;5KPV;5KPW;5KPX;5L3P;5LZA;5LZB;5LZC;5LZD;5LZE;5LZF;5MDV;5MDW;5MDY;5MDZ;5MGP;5NCO;5NP6;5NWY;5O2R;5U4I;5U9F;5U9G;5UYK;5UYL;5UYM;5UYN;5UYP;5UYQ;5WDT;5WE4;5WE6;5WF0;5WFK;5WFS;6BU8;6BY1;6C4I;6DNC;6ENF;6ENJ;6ENU;6GBZ;6GC0;6GC4;6GC6;6GC7;6GC8;6GWT;6GXM;6GXN;6GXO;6GXP;6H4N;6H58;6HRM;6I0Y;6I7V;6O9J;6O9K;6OFX;6OG7;6OGF;6OGG;6OGI;6OM6;6ORE;6ORL;6OSK;6OSQ;6OST;6OT3;6OUO;6PC5;6PC6;6PC7;6PC8;6PCH;6PCQ;6PCR;6PCS;6PCT;6PJ6;6Q97;6Q98;6Q9A;6QDW;6QUL;6S0K;6SZS;6TBV;6TC3;6U48;6VU3;6VWL;6VWM;6VWN;6VYQ;6VYR;6VYS;6VYT;6VYU;6VYW;6VYX;6VYY;6VYZ;6VZ2;6VZ3;6VZ5;6VZ7;6VZJ;6WD0;6WD1;6WD2;6WD3;6WD4;6WD5;6WD6;6WD7;6WD8;6WD9;6WDA;6WDB;6WDC;6WDD;6WDE;6WDF;6WDG;6WDH;6WDI;6WDJ;6WDK;6WDL;6WDM;6WNT;6WNV;6WNW;6WYV;6X6T;6X7F;6X7K;6X9Q;6XDQ;6XDR;6XGF;6XII;6XIJ;6XZ7;6XZA;6XZB;6Y69;6YS3;6YSR;6YSS;6YST;6YSU;6ZTJ;6ZTL;6ZTM;6ZTN;6ZTO;6ZTP;6ZU1;7ABZ;7AC7;7ACJ;7ACR;7B5K;7BL2;7BL3;7BL4;7BL5;7BL6;7BV8;7D6Z;7D80;7JSS;7JSW;7JSZ;7JT1;7JT2;7JT3;7K00;7K50;7K51;7K52;7K53;7K54;7K55;7LV0;7LVK;7M5D;7N1P;7N2C;7N2U;7N2V;7N30;7N31;7NBU;7NSO;7NSP;7NSQ;7NWT;7NWW;7O19;7O1A;7O1C;7OIF;7OIG;7OII;7OIZ;7OJ0;7OT5;7P3K;7PJS;7PJT;7PJV;7PJW;7PJX;7PJY;7PJZ;7Q4K;7QG8;7QGH;7QGN;7QGR;7QQ3;7S1G;7S1H;7S1I;7S1J;7S1K;7SA4;7SS9;7SSD;7SSL;7SSN;7SSO;7SSW;7ST2;7ST6;7ST7;7TOS;7UG7;7UPH;7YLA;7Z20;7ZOD;7ZP8;7ZQ5;7ZQ6;7ZTA;8A3L;8AKN;8AM9;8ANA;8AP4;8AYE;8B0X;8B7Y;8C8X;8C8Y;8C8Z;8C90;8C91;8C92;8C93;8C94;8C95;8C96;8C98;8C99;8CGK;8EKC	RL15_ECOLI
16,8691	15.7125	15.2972	15.3433	16.0286	15.7251	15.5589	15.2469	15.3156	15.2099	15.1388	15.346	14.6396	14.8166	14.7614	14.8256	17.0354	17.0318	16.8832	16.997	14.5423	14.6954	14.1031	14.8587	14.7004	14.6377	15.2848	14.9406	15.3232	14.6412	15.3496	15.387	15.1294	15.1362	15.2383	15.4515	15.2543	14.4931	14.3561	14.7746	+	JHamp_DI	4.22538	0	1.81159	9.9525	P02916	P02916	MALF_ECOLI	malF	Maltose/maltodextrin transport system permease protein MalF	malF	2R6G;3FH6;3PUV;3PUW;3PUX;3PUY;3PUZ;3PV0;3RLF;4JBW;4KHZ;4KI0	MALF_ECOLI
14,0453	14.3448	14.2638	14.3527	14.0281	14.0309	14.0405	14.041	14.1838	14.1967	14.1563	14.1085	14.1842	14.2705	14.2266	14.1275	15.2343	15.5219	15.0774	15.0097	13.5229	13.5811	13.2746	13.6433	13.7285	13.7322	13.9466	13.7802	13.6915	13.3432	13.7165	13.6274	13.4309	13.6269	13.709	13.6787	13.8071	13.6641	13.6702	13.7652	+	JHamp_DI	4.54849	0	1.61619	11.3314	P02918	P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	mrcA		PBPA_ECOLI
14,3942	15.0176	15.0902	14.9019	14.8632	14.8336	14.8641	14.8533	15.0312	14.9491	15.0366	14.9983	14.8479	14.9059	14.8829	14.8939	16.2064	16.3774	15.9923	16.1554	14.7306	14.8267	14.6459	14.7988	14.7895	14.6962	15.018	14.8161	14.8938	14.7801	14.8816	14.84	14.7696	14.8918	14.8531	14.889	14.8755	14.8171	14.7498	14.7911	+	JHamp_DI	5.42228	0	1.33405	16.0028	P02919	P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	mrcB	3FWL;3VMA;5FGZ;5HL9;5HLA;5HLB;5HLD;6FZK;6G5R;6YN0;7LQ6	PBPB_ECOLI
